120	51.51140213
120.0072403	51.51439285
120.0165634	51.52449799
120.0346603	51.54013824
120.0431747	51.55257416
120.0470657	51.56316757
120.0465088	51.57054138
120.0348434	51.58028412
120.0347366	51.58831787
120.03685	51.59647751
120.0494614	51.61215591
120.0522003	51.62532806
120.0612259	51.63567352
120.0965195	51.64702988
120.0973969	51.64813232
120.0963364	51.6543808
120.0863876	51.66909027
120.092514	51.67717743
120.1033096	51.67683792
120.1153717	51.67287827
120.1337051	51.67304993
120.1481323	51.67446136
120.1512909	51.67531967
120.174469	51.68162155
120.2001953	51.70273972
120.2192841	51.71405029
120.2254333	51.72240067
120.2483597	51.72908401
120.255043	51.73360825
120.2631226	51.74630356
120.2683563	51.75004959
120.283371	51.7505722
120.289772	51.75278854
120.2934189	51.75559998
120.295433	51.75715256
120.3117065	51.78061676
120.3187256	51.78491592
120.3417969	51.78713989
120.3512802	51.78940964
120.3667068	51.80341339
120.3747406	51.80765533
120.3881073	51.81099319
120.3994293	51.81168747
120.4020309	51.81599045
120.3981171	51.82505417
120.4004364	51.82979584
120.4133835	51.83504868
120.4373779	51.84143066
120.45401	51.84354401
120.4546127	51.84615326
120.4585953	51.84763718
120.4642944	51.85070801
120.468544	51.85454559
120.4701843	51.85897446
120.4706345	51.86297226
120.4693604	51.86870956
120.4692612	51.87463379
120.4709854	51.87976074
120.4740143	51.8829422
120.480751	51.88502121
120.4877853	51.88637543
120.4956055	51.88793182
120.5016479	51.8871994
120.506279	51.88563156
120.5256653	51.88020325
120.538475	51.87911606
120.5446548	51.88196564
120.5476456	51.89152527
120.5476151	51.90398407
120.5501556	51.90765762
120.5572433	51.91214752
120.5818863	51.91023636
120.5927582	51.91241074
120.5958862	51.91528702
120.5980606	51.91756058
120.6029282	51.91995239
120.6069489	51.92166519
120.6116333	51.92240524
120.6189499	51.92279434
120.6274338	51.92336655
120.6360016	51.92464447
120.6411743	51.92631149
120.6463699	51.92821121
120.650177	51.93135452
120.6520309	51.93411255
120.6522217	51.93907166
120.651741	51.94477463
120.6514969	51.94927979
120.6558838	51.95736694
120.6593475	51.96076584
120.6655807	51.96498489
120.6746597	51.97049713
120.6846008	51.97691727
120.6929474	51.98270035
120.7020645	51.99176407
120.7077637	51.9978981
120.7068481	52.00103378
120.7068787	52.00654221
120.7104034	52.0104866
120.7061005	52.01691818
120.6880875	52.02362823
120.6806488	52.03160095
120.679657	52.0431366
120.6863174	52.05356598
120.7014465	52.06332016
120.7111969	52.07450485
120.7182617	52.07710648
120.7407761	52.07841873
120.7308044	52.08952713
120.7612228	52.11244965
120.7549438	52.12863159
120.7516861	52.13983154
120.7552185	52.14376831
120.7706451	52.15005875
120.7781677	52.1583786
120.7742996	52.16523743
120.7468796	52.18762207
120.7365646	52.20700455
120.7354202	52.2173996
120.7383041	52.22367859
120.7431259	52.22924042
120.7563324	52.24448013
120.7536545	52.249897
